bcsid,bd9totce,bd9hnvq,bd9ms,bd9partp,b9groa,b9cns8,b9ten,b9cmsex,hinvq00,wm1,wm2,wm3,wm4,wm5,c1,c2,c3,c4,b11sex,bd11nochh,bd1psoc,bd1mage,bd1agefb,bd1cntry,bd1regn,a0166,bd3read,bd3maths,bd3psoc,bd3inc,bd4read,bd4psoc,bd4mal,mathscore,y,d,sex_raw,female,soc_birth,soc_10,soc_16,mage,mage_fb,parity,birth_order,read_10_z,math_10_z,cog_10,vocab_16_z,math_16_z,cog_16,inc_10,malaise_16,m_trad_gender,m_profamily,m_earnings,m_log_earn,m_partner
B27997A,2,4,2,1,25000,2,2,1,4,2,1,3,4,4,4,2,1,3,1,0,5,29,19,1,7,3,0.68,56,3,3,-0.39,NA,7,39,2,4,1,0,1,3,NA,29,19,3,4,0.5635847582940522,0.8922298965150198,0.727907327404536,-0.45899132557969585,0.1136193736706991,-0.17268597595449836,3,7,2,2.5,25000,10.12667110305036,1
B27998B,3,3,3,3,24000,2,4,2,2,4,4,3,3,5,4,2,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,3,16,NA,3,2,2,1,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,16,3.6666666666666665,4,24000,10.085850775128717,0
B28000A,3,2,2,1,272,6,4,2,1,4,3,2,2,1,4,2,3,4,2,1,5,35,24,1,7,4,NA,28,1,4,NA,NA,NA,NA,3,1,2,1,1,5,NA,35,24,4,5,NA,-1.4693862809471563,NA,NA,NA,NA,4,NA,3,3.5,272,5.60947179518496,1
B28001B,0,2,8,NA,NA,8,4,1,2,2,3,3,3,4,3,2,4,2,NA,NA,7,29,29,1,8,0,1.24,62,5,2,NA,NA,NA,NA,0,2,1,0,-1,1,NA,29,29,0,1,1.1459429689695595,1.3982905059712005,1.27211673747038,NA,NA,NA,2,NA,2.6666666666666665,3.5,NA,NA,NA
B28004E,0,1,2,1,1571,7,2,2,1,4,4,3,3,4,4,2,3,4,2,0,5,26,23,1,2,1,NA,NA,NA,NA,-1.1,3,8,36,0,1,2,1,1,NA,3,26,23,1,2,NA,NA,NA,-1.1878411037006291,-0.1488900883310162,-0.6683655960158227,NA,8,3.6666666666666665,3.5,1571,7.360103972989152,1
B28005F,1,2,2,1,1686,5,2,2,2,5,5,2,3,5,2,2,4,4,2,1,4,23,23,3,10,0,0.04,40,4,3,-0.15,4,8,44,1,2,2,1,2,2,2,23,23,0,1,-0.10196748247795612,-0.4572650620347951,-0.27961627225637564,-0.212619569595155,0.5511351436735579,0.16925778703920144,3,8,4,3,1686,7.430707082545968,1
B28006G,2,2,2,1,2385,5,4,1,2,3,3,3,4,5,4,1,4,4,1,0,5,18,18,1,4,0,-1.32,36,3,6,NA,NA,-2,NA,2,2,1,0,1,3,NA,18,18,0,1,-1.5162659941184737,-0.7946388016722489,-1.1554523978953612,NA,NA,NA,6,-2,3,4,2385,7.777373602657861,1
B28009K,2,4,2,NA,135000,1.1,2,1,4,3,2,3,3,3,4,2,2,2,1,0,8,23,22,1,5,0,NA,NA,6,0,NA,6,-2,NA,2,4,1,0,-2,0,0,23,22,0,1,NA,NA,NA,NA,NA,NA,0,-2,2.6666666666666665,3,135000,11.813037464800539,NA
B28010C,3,2,4,NA,NA,4,4,1,1,2,2,4,4,3,4,3,4,3,1,0,4,41,28,1,2,2,NA,27,2,6,NA,NA,-2,NA,3,1,1,0,2,4,NA,41,28,2,3,NA,-1.5537297158565198,NA,NA,NA,NA,6,-2,2.6666666666666665,4,NA,NA,NA
B28011D,2,2,2,1,650,3,1,2,2,2,3,3,5,4,3,2,2,4,2,2,6,26,23,1,5,1,NA,NA,3,3,NA,2,-2,NA,2,2,2,1,0,3,4,26,23,1,2,NA,NA,NA,NA,NA,NA,3,-2,2.6666666666666665,2.5,650,6.478509642208569,1
B28019M,0,2,8,NA,2227,2,2,1,0,4,4,2,3,4,2,2,4,4,1,0,6,24,24,1,5,0,0.12,49,5,1,NA,NA,-2,NA,0,0,1,0,0,1,NA,24,24,0,1,-0.018773452381455096,0.3018258521494758,0.14152619988401036,NA,NA,NA,1,-2,3.3333333333333335,3,2227,7.708859601047175,NA
B28020E,2,2,2,1,14000,6,1,1,2,3,3,3,3,4,5,2,3,2,1,2,5,23,21,1,8,1,-0.44,36,2,4,NA,2,-2,NA,2,2,1,0,1,4,4,23,21,1,2,-0.6011316630569623,-0.7946388016722489,-0.6978852323646056,NA,NA,NA,4,-2,3,4,14000,9.546884034617925,1
B28021F,1,2,2,1,25000,5,2,2,2,5,5,3,3,4,3,2,4,4,2,0,7,22,22,1,2,0,-0.12,40,2,8,-0.15,NA,11,33,1,2,2,1,-1,4,NA,22,22,0,1,-0.26835554267095824,-0.4572650620347951,-0.3628103023528767,-0.212619569595155,-0.41139955033273146,-0.3120095599639432,8,11,4.333333333333333,3.5,25000,10.12667110305036,1
B28022G,0,1,2,1,NA,9,4,2,1,4,3,3,3,4,4,1,4,4,NA,NA,5,23,21,1,6,1,NA,NA,NA,NA,NA,5,-2,NA,0,1,2,1,1,NA,1,23,21,1,2,NA,NA,NA,NA,NA,NA,NA,-2,3.3333333333333335,4,NA,NA,1
B28023H,0,2,8,3,NA,8,4,1,0,4,5,3,3,3,4,1,3,4,1,0,6,34,21,1,8,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,34,21,3,4,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,NA,NA,0
B28026L,1,4,2,1,85000,2,2,1,4,2,3,3,3,4,3,2,2,2,1,1,6,31,29,1,3,1,1.55,63,6,0,1.52,5,3,51,1,4,1,0,0,0,1,31,29,1,2,1.468319835593501,1.482633940880564,1.4754768882370324,1.5017172324639414,1.1636572216775602,1.3326872270707508,0,3,2.6666666666666665,2.5,85000,11.350418300109132,1
B28027M,6,2,3,NA,NA,8,4,2,2,4,3,3,3,4,4,3,2,3,2,2,5,23,18,1,6,1,NA,NA,3,4,NA,NA,NA,NA,6,2,2,1,1,3,NA,23,18,1,2,NA,NA,NA,NA,NA,NA,4,NA,3.3333333333333335,3,NA,NA,NA
B28028N,0,4,8,NA,33183,2,2,2,4,3,3,3,3,3,2,2,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,5,8,NA,NA,-2,NA,0,4,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-2,3,2,33183,10.409823111029255,NA
B28031H,2,3,3,3,33000,5,4,1,3,3,3,3,3,4,4,2,2,2,1,0,5,30,22,3,10,3,-0.6,45,3,4,NA,NA,NA,NA,2,3,1,0,1,3,NA,30,22,3,4,-0.7675197232499644,-0.03554788748797794,-0.4015338053689712,NA,NA,NA,4,NA,3,3,33000,10.404293143019792,0
B28032J,0,2,2,1,NA,7,4,1,2,3,2,4,3,3,2,2,3,2,1,0,5,25,21,1,5,1,-0.36,27,3,3,-1.18,3,2,24,0,2,1,0,1,3,3,25,21,1,2,-0.5179376329604614,-1.5537297158565198,-1.0358336744084906,-1.2699650223621426,-1.1989279363378773,-1.23444647935001,3,2,3,2.5,NA,NA,1
B28033K,3,4,2,1,NA,4,2,2,4,4,3,2,3,5,4,2,2,2,2,3,5,23,23,2,9,0,1.47,54,5,0,1.12,5,17,NA,3,4,2,1,1,1,1,23,23,0,1,1.385125805497,0.723543026696293,1.0543344160966464,1.0910976391563734,NA,NA,0,17,3,3,NA,NA,1
B28034L,2,1,2,1,NA,4,2,1,1,3,3,3,3,5,5,2,2,2,1,1,7,24,18,1,5,3,NA,NA,3,3,NA,NA,NA,NA,2,1,1,0,-1,3,NA,24,18,3,4,NA,NA,NA,NA,NA,NA,3,NA,3,3.5,NA,NA,1
B28038Q,0,4,8,NA,NA,2,2,1,0,3,3,3,3,4,3,1,2,3,1,0,6,26,21,2,9,2,0.28,41,2,4,NA,NA,NA,NA,0,0,1,0,0,4,NA,26,21,2,3,0.147614607811547,-0.3729216271254317,-0.11265350965694235,NA,NA,NA,4,NA,3,2.5,NA,NA,NA
B28042L,2,2,2,1,1023,2,2,2,1,5,5,2,2,4,3,3,1,4,2,0,5,23,21,1,5,1,NA,NA,NA,NA,NA,NA,-2,NA,2,1,2,1,1,NA,NA,23,21,1,2,NA,NA,NA,NA,NA,NA,NA,-2,4,2,1023,6.931471805599453,1
B28045P,5,2,3,3,NA,9,4,2,2,4,2,3,4,3,4,2,2,2,2,4,5,25,25,1,6,0,0.68,54,3,3,NA,NA,-2,NA,5,2,2,1,1,3,NA,25,25,0,1,0.5635847582940522,0.723543026696293,0.6435638924951725,NA,NA,NA,3,-2,3,3,NA,NA,0
B28046Q,1,4,2,1,45000,2,4,1,4,1,1,2,5,3,3,1,1,4,1,0,8,28,25,1,5,1,1.55,62,5,0,NA,NA,-2,NA,1,4,1,0,-2,1,NA,28,25,1,2,1.468319835593501,1.3982905059712005,1.4333051707823508,NA,NA,NA,0,-2,1.3333333333333333,2,45000,10.714439990727769,1
B28053P,2,2,2,1,NA,1,2,1,2,5,5,3,3,5,5,5,5,1,1,0,5,22,21,1,5,1,-0.44,38,5,3,NA,NA,-2,NA,2,2,1,0,1,1,NA,22,21,1,2,-0.6011316630569623,-0.625951931853522,-0.6135417974552422,NA,NA,NA,3,-2,4.333333333333333,5,NA,NA,1
B28054Q,2,2,2,1,NA,4,2,2,1,1,1,4,5,2,3,3,4,3,2,0,6,28,23,3,10,1,0.92,49,5,3,NA,NA,NA,NA,2,1,2,1,0,1,NA,28,23,1,2,0.8131668485835553,0.3018258521494758,0.5574963503665156,NA,NA,NA,3,NA,2,3.5,NA,NA,1
B28056S,1,0,3,3,438,7,4,1,0,3,2,2,3,4,4,1,2,4,1,1,6,20,20,1,5,0,-1.48,32,4,3,NA,NA,NA,NA,1,0,1,0,0,2,NA,20,20,0,1,-1.6826540543114756,-1.1320125413097026,-1.407333297810589,NA,NA,NA,3,NA,2.3333333333333335,3,438,6.0844994130751715,0
B28058U,2,1,2,1,NA,9,1,2,1,1,2,3,4,4,4,2,2,4,NA,NA,1,20,18,1,3,1,1.39,55,1,4,-0.7,NA,NA,NA,2,1,2,1,5,5,NA,20,18,1,2,1.3019317754004989,0.8078864616056565,1.0549091185030777,-0.777221510393061,NA,NA,4,NA,2,3,NA,NA,1
B28059V,3,0,2,1,NA,9,4,1,0,3,4,3,3,4,3,2,2,3,1,2,4,20,18,3,10,1,-0.52,40,1,3,NA,NA,-2,NA,3,0,1,0,2,5,NA,20,18,1,2,-0.6843256931534634,-0.4572650620347951,-0.5707953775941292,NA,NA,NA,3,-2,3.3333333333333335,2.5,NA,NA,1
B28067V,0,4,8,NA,50000,1.2,2,1,4,4,4,3,3,4,4,1,2,3,1,0,7,28,26,1,5,1,0.44,54,6,2,-0.07,6,5,55,0,4,1,0,-1,0,0,28,26,1,2,0.31400266800454907,0.723543026696293,0.5187728473504211,-0.13049565093364143,1.5136698376798472,0.6915870933731029,2,5,3.6666666666666665,3,50000,10.819798284210286,NA
B28069X,3,1,2,1,NA,9,1,2,1,2,2,4,4,2,4,2,2,4,2,3,5,21,21,1,3,0,NA,47,1,4,NA,3,8,40,3,1,2,1,1,5,3,21,21,0,1,NA,0.13313898233074895,NA,NA,0.20112252767127087,NA,4,8,2.6666666666666665,3,NA,NA,1
B28070Q,2,4,2,1,22100,2,2,2,3,4,4,2,3,5,5,1,1,5,2,1,4,22,22,1,1,0,0.6,41,2,4,-0.23,3,12,NA,2,3,2,1,2,4,3,22,22,0,1,0.4803907281975511,-0.3729216271254317,0.05373455053605969,-0.29474348825666863,NA,NA,4,12,3.3333333333333335,3,22100,10.003378135350923,1
B28073T,0,2,8,NA,NA,4,4,2,2,4,4,3,3,5,4,2,3,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,-0.39,NA,5,26,0,2,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.45899132557969585,-1.0239216283367338,-0.7414564769582148,3,5,3.6666666666666665,3.5,NA,NA,NA
B28075V,2,3,8,3,9000,6,4,2,0,5,3,3,3,4,4,3,2,3,NA,NA,5,24,23,1,2,1,-1.4,5,3,3,NA,NA,-2,NA,2,0,2,1,1,3,NA,24,23,1,2,-1.5994600242149746,-3.4092852838625154,-2.504372654038745,NA,NA,NA,3,-2,3.6666666666666665,3,9000,9.105090961257085,0
B28076W,3,2,2,1,3500,3,2,1,2,2,3,4,4,2,4,1,3,3,1,2,5,19,19,1,5,0,1.08,53,NA,NA,NA,6,-2,NA,3,2,1,0,1,NA,0,19,19,0,1,0.9795549087765574,0.6391995917869295,0.8093772502817435,NA,NA,NA,NA,-2,3,3.5,3500,8.160803920954665,1
B28078Y,1,4,8,NA,427,6,4,2,1,4,4,3,2,4,2,1,4,3,2,1,4,27,22,1,5,1,NA,25,3,3,NA,3,NA,NA,1,1,2,1,2,3,3,27,22,1,2,NA,-1.7224165856752467,NA,NA,NA,NA,3,NA,3.6666666666666665,3,427,6.059123195581797,NA
B28079Z,1,4,2,1,28000,2,2,1,4,4,4,3,3,4,4,2,3,5,NA,NA,6,32,32,1,6,0,-0.68,38,3,4,NA,3,-2,NA,1,4,1,0,0,3,3,32,32,0,1,-0.8507137533464655,-0.625951931853522,-0.7383328425999938,NA,NA,NA,4,-2,3.6666666666666665,3.5,28000,10.239995502805316,1
B28080S,2,3,2,1,600,2,2,1,2,1,2,4,5,1,3,3,2,2,1,0,6,25,22,1,5,0,0.6,42,4,2,NA,4,-2,NA,2,2,1,0,0,2,2,25,22,0,1,0.4803907281975511,-0.28857819221606823,0.09590626799074142,NA,NA,NA,2,-2,2.3333333333333335,2.5,600,6.398594934535208,1
B28083V,1,5,2,1,52000,1.1,2,1,5,4,4,3,3,5,4,1,2,4,1,1,8,23,19,1,5,1,1.24,65,6,1,NA,6,-2,NA,1,4,1,0,-2,0,0,23,19,1,2,1.1459429689695595,1.6513208106992907,1.3986318898344252,NA,NA,NA,1,-2,3.6666666666666665,3,52000,10.859018228147887,1
B28084W,2,4,2,1,2612,3,2,1,4,4,4,3,3,5,3,2,4,4,1,2,5,18,18,1,7,0,-0.36,34,3,3,NA,3,-2,NA,2,4,1,0,1,3,3,18,18,0,1,-0.5179376329604614,-0.9633256714909757,-0.7406316522257186,NA,NA,NA,3,-2,3.6666666666666665,3.5,2612,7.868254265520613,1
B28092W,2,0,2,1,29500,6,2,2,0,3,3,3,3,3,4,3,3,3,NA,NA,5,30,21,1,8,1,0.68,45,2,3,-0.78,3,12,NA,2,0,2,1,1,4,3,30,21,1,2,0.5635847582940522,-0.03554788748797794,0.2640184354030371,-0.8593454290545747,NA,NA,3,12,3,3.5,29500,10.292179440058462,1
B28095Z,0,4,2,1,48000,1.2,2,2,4,2,2,2,4,2,4,2,2,4,1,0,4,16,16,1,5,0,0.36,47,2,4,0.41,3,4,32,0,4,1,0,2,4,3,16,16,0,1,0.230808637908048,0.13313898233074895,0.18197381011939848,0.36224786103544016,-0.49890270433330325,-0.06832742164893155,4,4,2,3,48000,10.778977123006351,1
B28097B,1,2,4,NA,484,6,2,2,2,4,4,3,5,4,2,3,3,2,NA,NA,5,23,20,1,2,1,-0.44,54,3,3,-0.7,4,9,NA,1,2,2,1,1,3,2,23,20,1,2,-0.6011316630569623,0.723543026696293,0.06120568181966535,-0.777221510393061,NA,NA,3,9,3.6666666666666665,2.5,484,6.184148890937483,NA
B28103G,1,4,2,1,1470,1.2,2,1,4,2,4,2,4,5,4,2,2,3,1,0,4,29,26,1,8,1,-0.68,39,3,3,NA,3,16,NA,1,4,1,0,2,3,3,29,26,1,2,-0.8507137533464655,-0.5416084969441586,-0.696161125145312,NA,NA,NA,3,16,2.6666666666666665,3,1470,7.293697720601438,1
B28106K,2,4,2,1,30000,2,2,1,2,2,4,4,5,4,4,1,5,4,1,0,4,24,21,1,7,1,-0.68,43,3,3,NA,NA,NA,NA,2,2,1,0,2,3,NA,24,21,1,2,-0.8507137533464655,-0.20423475730670482,-0.5274742553265852,NA,NA,NA,3,NA,3.3333333333333335,4.5,30000,10.308985993422082,1
B28110F,0,2,3,NA,1250,3,5,2,2,2,3,2,4,4,4,4,4,4,2,0,6,28,28,1,1,0,0.36,37,4,4,NA,3,-2,NA,0,2,2,1,0,2,3,28,28,0,1,0.230808637908048,-0.7102953667628854,-0.2397433644274187,NA,NA,NA,4,-2,2.3333333333333335,4,1250,7.1316985104669115,NA
B28112H,2,4,3,3,75000,2,2,1,4,4,2,3,4,3,4,2,2,4,NA,NA,6,21,21,1,5,0,0.68,49,4,2,NA,NA,-2,NA,2,4,1,0,0,2,NA,21,21,0,1,0.5635847582940522,0.3018258521494758,0.432705305221764,NA,NA,NA,2,-2,3,3,75000,11.225256725762893,0
B28113J,3,5,2,1,6000,2,2,2,2,4,3,3,3,3,2,3,4,2,2,3,4,25,21,1,6,2,NA,33,2,3,-0.94,2,NA,36,3,2,2,1,2,4,4,25,21,2,3,NA,-1.0476691064003392,NA,-1.0235932663776017,-0.1488900883310162,-0.586241677354309,3,NA,3.3333333333333335,3,6000,8.699681400989514,1
B28114K,1,4,3,3,49000,1.2,2,2,4,4,4,2,2,4,4,2,3,4,NA,NA,5,30,21,3,10,2,NA,40,6,3,NA,4,3,NA,1,4,2,1,1,0,2,30,21,2,3,NA,-0.4572650620347951,NA,NA,NA,NA,3,3,3.3333333333333335,3.5,49000,10.799595985047786,0
B28115L,0,0,8,NA,NA,9,4,1,0,4,4,3,4,4,4,2,4,4,NA,NA,4,24,24,1,5,0,-0.68,29,1,3,NA,NA,NA,22,0,0,1,0,2,5,NA,24,24,0,1,-0.8507137533464655,-1.385042846037793,-1.1178782996921293,NA,-1.3739342443390208,NA,3,NA,3.6666666666666665,4,NA,NA,NA
B12062K,4,0,6,NA,NA,9,4,2,0,4,4,2,4,4,4,3,4,4,NA,NA,4,17,17,1,6,0,NA,NA,3,3,NA,5,-2,NA,4,0,2,1,2,3,1,17,17,0,1,NA,NA,NA,NA,NA,NA,3,-2,3.3333333333333335,4,NA,NA,NA
B28119Q,0,3,8,NA,2400,2,1,2,3,3,4,2,3,4,4,3,3,4,2,0,4,30,30,1,8,0,0.76,61,3,8,-0.23,3,3,51,0,3,2,1,2,3,3,30,30,0,1,0.6467787883905531,1.313947071061837,0.9803629297261951,-0.29474348825666863,1.1636572216775602,0.4344568667104458,8,3,3,3.5,2400,7.783640596221253,NA
B28122K,1,2,8,3,3000,5,2,1,2,4,4,3,4,5,4,1,4,4,1,3,5,22,22,1,3,0,-0.04,31,3,5,-2.45,NA,NA,25,1,2,1,0,1,3,NA,22,22,0,1,-0.18516151257445718,-1.216355976219066,-0.7007587443967617,-2.573682231113671,-1.1114247823373056,-1.8425535067254883,5,NA,3.6666666666666665,4,3000,8.006700845440367,0
B28124M,2,0,2,NA,NA,8,4,1,0,2,2,4,4,3,2,2,2,4,NA,NA,3,29,25,1,5,1,-0.44,39,4,4,NA,NA,-2,NA,2,0,1,0,3,2,NA,29,25,1,2,-0.6011316630569623,-0.5416084969441586,-0.5713700800005604,NA,NA,NA,4,-2,2.6666666666666665,2,NA,NA,NA
B28127Q,1,4,2,1,2000,2,2,2,3,3,2,4,3,5,3,2,3,4,2,0,5,28,23,1,1,2,NA,NA,3,4,-1.73,3,9,29,1,3,2,1,1,3,3,28,23,2,3,NA,NA,NA,-1.8345669631600485,-0.7614121663350185,-1.2979895647475335,4,9,3,3,2000,7.601402334583733,1
B28131L,4,1,8,3,NA,9,4,2,1,2,2,3,3,4,5,3,3,2,2,0,5,29,16,1,2,-2,NA,NA,1,5,NA,NA,NA,NA,4,1,2,1,1,5,NA,29,16,-2,-1,NA,NA,NA,NA,NA,NA,5,NA,2.3333333333333335,4,NA,NA,0
B28132M,2,2,2,1,460,6,2,2,2,3,4,3,3,5,3,2,3,4,2,1,4,19,19,3,10,0,0.68,56,3,3,NA,NA,-2,NA,2,2,2,1,2,3,NA,19,19,0,1,0.5635847582940522,0.8922298965150198,0.727907327404536,NA,NA,NA,3,-2,3.3333333333333335,3,460,6.133398042996649,1
B28133N,0,4,2,1,NA,4,2,1,2,3,3,3,4,5,4,2,2,4,1,0,8,40,40,1,5,0,-0.04,52,5,2,NA,5,-2,NA,0,2,1,0,-2,1,1,40,40,0,1,-0.18516151257445718,0.5548561568775662,0.1848473221515545,NA,NA,NA,2,-2,3,3,NA,NA,1
B28136R,2,2,2,1,29000,2,2,1,2,4,4,3,4,5,5,1,4,5,1,2,7,32,29,1,7,1,0.76,52,NA,NA,0.25,4,8,47,2,2,1,0,-1,NA,2,32,29,1,2,0.6467787883905531,0.5548561568775662,0.6008174726340596,0.19800002371241296,0.8136446056752732,0.5058223146938431,NA,8,3.6666666666666665,4.5,29000,10.275085591132715,1
B28137S,1,4,2,1,2395,1.1,2,2,4,5,5,3,4,5,4,1,2,3,2,1,5,22,22,4,11,0,NA,NA,3,4,NA,NA,20,51,1,4,2,1,1,3,NA,22,22,0,1,NA,NA,NA,NA,1.1636572216775602,NA,4,20,4.333333333333333,3,2395,7.78155595923534,1
B28146T,0,4,8,3,35000,1.1,2,2,4,4,3,3,3,4,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0.17,5,10,41,0,4,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.11587610505089939,0.2886256816718426,0.202250893361371,2,10,3.3333333333333335,4,35000,10.463131911491967,0
B28147U,2,4,1,3,16500,3,2,2,4,4,4,3,4,4,4,3,4,4,NA,NA,5,20,16,1,7,1,-0.36,56,5,4,-1.18,NA,13,NA,2,4,2,1,1,1,NA,20,16,1,2,-0.5179376329604614,0.8922298965150198,0.18714613177727923,-1.2699650223621426,NA,NA,4,13,3.6666666666666665,4,16500,9.711176264112805,0
B28148V,2,5,2,1,8000,1.1,1,1,5,4,4,3,4,5,5,1,2,2,1,0,8,22,22,1,8,0,1.16,66,6,2,1.04,6,2,NA,2,4,1,0,-2,0,0,22,22,0,1,1.0627489388730584,1.7356642456086542,1.3992065922408563,1.00897372049486,NA,NA,2,2,3.6666666666666665,3.5,8000,8.987321812850125,1
B28151Q,2,2,2,1,NA,9,2,2,2,4,4,2,3,5,4,3,3,4,NA,NA,5,17,17,1,6,0,NA,39,NA,NA,NA,NA,NA,NA,2,2,2,1,1,NA,NA,17,17,0,1,NA,-0.5416084969441586,NA,NA,NA,NA,NA,NA,3.3333333333333335,3.5,NA,NA,1
B28153S,2,5,2,1,55000,1.1,2,2,5,5,4,3,3,5,4,1,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,2,4,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,55000,10.915106645867503,1
B28154T,2,2,2,1,17500,6,2,2,2,4,3,3,3,4,3,2,4,2,2,1,5,22,22,1,7,0,0.68,48,3,NA,-0.15,NA,7,36,2,2,2,1,1,3,NA,22,22,0,1,0.5635847582940522,0.21748241724011236,0.39053358776708225,-0.212619569595155,-0.1488900883310162,-0.1807548289630856,NA,7,3.3333333333333335,3.5,17500,9.770013301136158,1
B28158X,3,4,8,NA,1400,2,4,2,4,4,5,2,3,5,4,2,5,4,2,2,4,24,19,1,5,1,NA,NA,2,5,NA,NA,18,NA,3,4,2,1,2,4,NA,24,19,1,2,NA,NA,NA,NA,NA,NA,5,18,3.6666666666666665,4.5,1400,7.244941546337007,NA
B28159Y,2,0,8,NA,NA,9,4,2,0,3,2,3,2,3,2,2,4,2,NA,NA,5,32,20,1,2,5,-2.6,14,3,2,NA,NA,NA,NA,2,0,2,1,1,3,NA,32,20,5,6,-2.8473704756624905,-2.6501943696782444,-2.7487824226703674,NA,NA,NA,2,NA,2.6666666666666665,3,NA,NA,NA
B28161S,2,0,2,NA,NA,9,4,2,0,4,4,4,2,2,2,2,4,2,NA,NA,5,22,17,1,8,3,NA,NA,3,4,NA,NA,-2,NA,2,0,2,1,1,3,NA,22,17,3,4,NA,NA,NA,NA,NA,NA,4,-2,4,3,NA,NA,NA
B28162T,2,2,2,1,NA,4,2,1,2,3,4,4,3,4,3,1,4,4,1,2,5,24,24,1,7,0,1.31,62,3,4,0.57,NA,21,43,2,2,1,0,1,3,NA,24,24,0,1,1.218737745303998,1.3982905059712005,1.3085141256375992,0.5264956983584673,0.46363198967298613,0.49506384401572673,4,21,3.6666666666666665,3.5,NA,NA,1
B28166X,0,4,8,NA,34000,3,2,2,4,2,3,3,3,4,3,1,2,5,2,0,3,31,24,3,10,2,0.28,NA,2,2,NA,NA,-2,NA,0,4,2,1,3,4,NA,31,24,2,3,0.147614607811547,NA,NA,NA,NA,NA,2,-2,2.6666666666666665,2.5,34000,10.434145214930487,NA
B28168Z,2,2,2,1,37000,5,2,1,2,3,3,3,3,4,4,2,2,3,NA,NA,4,40,25,2,9,5,-2.28,13,3,4,NA,NA,NA,NA,2,2,1,0,2,3,NA,40,25,5,6,-2.5145943552764862,-2.734537804587608,-2.6245660799320474,NA,NA,NA,4,NA,3,3,37000,10.518700218288165,1
B28170T,4,3,8,3,17000,2,2,2,1,2,2,3,3,4,2,3,2,3,NA,NA,5,28,18,1,2,2,NA,NA,2,3,NA,NA,NA,NA,4,1,2,1,1,4,NA,28,18,2,3,NA,NA,NA,NA,NA,NA,3,NA,2.3333333333333335,2,17000,9.741027444837728,0
B28172V,1,4,2,1,35000,3,2,2,4,4,2,3,4,3,3,2,4,4,2,1,5,30,23,1,6,1,0.12,51,4,2,NA,NA,-2,NA,1,4,2,1,1,2,NA,30,23,1,2,-0.018773452381455096,0.4705127219682027,0.2258696347933738,NA,NA,NA,2,-2,3,3.5,35000,10.463131911491967,1
B28176Z,2,4,2,1,120000,1.2,2,1,4,4,4,3,3,5,4,2,2,4,1,2,8,36,34,1,5,1,NA,NA,NA,NA,NA,4,3,51,2,4,1,0,-2,NA,2,36,34,1,2,NA,NA,NA,NA,1.1636572216775602,NA,NA,3,3.6666666666666665,3,120000,11.695255355062795,1
B28178B,1,1,3,NA,NA,8,1,1,0,2,2,3,3,4,5,3,3,4,NA,NA,3,24,24,1,2,0,-1.48,27,2,4,NA,NA,NA,NA,1,0,1,0,3,4,NA,24,24,0,1,-1.6826540543114756,-1.5537297158565198,-1.6181918850839976,NA,NA,NA,4,NA,2.3333333333333335,4,NA,NA,NA
B28183Y,2,4,2,1,375,5,2,2,4,5,5,2,4,4,5,2,3,4,2,0,7,19,19,1,8,0,0.6,43,5,3,-0.46,NA,10,34,2,4,2,1,-1,1,NA,19,19,0,1,0.4803907281975511,-0.20423475730670482,0.13807798544542313,-0.5308497544085202,-0.3238963963321597,-0.42737307537033997,3,10,4,4,375,5.929589143389895,1
B28185A,3,2,2,1,75000,2,2,1,2,2,3,3,3,4,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,-0.31,NA,1,30,3,2,1,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.3768674069181822,-0.6739090123344468,-0.5253882096263145,2,1,2.6666666666666665,2.5,75000,11.225256725762893,1
B28187C,0,5,8,3,NA,9,2,1,5,5,5,2,3,5,5,1,1,5,1,0,6,21,19,1,5,1,NA,62,4,2,NA,5,1,NA,0,4,1,0,0,2,1,21,19,1,2,NA,1.3982905059712005,NA,NA,NA,NA,2,1,4,3,NA,NA,0
B28189E,3,4,3,NA,3200,6,2,1,4,4,4,2,1,5,5,3,2,5,1,1,5,21,19,1,5,1,-0.92,26,2,4,-2.37,2,4,14,3,4,1,0,1,4,4,21,19,1,2,-1.1002958436359687,-1.6380731507658832,-1.369184497200926,-2.4915583124521574,-2.073959476343595,-2.282758894397876,4,4,3.3333333333333335,3.5,3200,8.071218539969863,NA
