bcsid,bd9totce,bd9hnvq,bd9ms,bd9partp,b9groa,b9cns8,b9ten,b9cmsex,hinvq00,wm1,wm2,wm3,wm4,wm5,c1,c2,c3,c4,b11sex,bd11nochh,bd1psoc,bd1mage,bd1agefb,bd1cntry,bd1regn,a0166,bd3read,bd3maths,bd3psoc,bd3inc,bd4read,bd4psoc,bd4mal,mathscore,y,d,sex_raw,female,soc_birth,soc_10,soc_16,mage,mage_fb,parity,birth_order,read_10_z,math_10_z,cog_10,vocab_16_z,math_16_z,cog_16,inc_10,malaise_16,m_trad_gender,m_profamily,m_earnings,m_log_earn,m_partner
B10202V,3,3,2,1,550,6,2,2,3,3,4,3,4,4,4,2,4,3,2,3,5,28,26,1,6,1,1.16,44,3,3,0.09,3,9,32,3,3,2,1,1,3,3,28,26,1,2,1.0627489388730584,-0.11989132239734138,0.47142880823785854,0.03375218638938578,-0.49890270433330325,-0.23257525897195874,3,9,3.3333333333333335,4,550,6.311734809152915,1
B10203W,1,4,2,1,45000,1.2,2,1,4,4,5,3,3,5,5,1,5,5,1,1,5,23,21,1,5,0,-0.12,41,5,2,NA,NA,NA,NA,1,4,1,0,1,1,NA,23,21,0,1,-0.26835554267095824,-0.3729216271254317,-0.32063858489819497,NA,NA,NA,2,NA,4,5,45000,10.714439990727769,1
B10207A,2,4,2,1,NA,9,2,2,4,3,3,3,3,3,4,2,5,4,2,2,8,29,28,1,5,1,NA,NA,NA,NA,0.33,5,9,NA,2,4,2,1,-2,NA,1,29,28,1,2,NA,NA,NA,0.28012394237392657,NA,NA,NA,9,3,4.5,NA,NA,1
B10208B,2,5,2,1,695,3,2,2,5,4,3,3,4,5,4,1,3,3,2,2,7,28,28,1,5,0,0.92,64,3,2,1.28,5,9,47,2,4,2,1,-1,3,1,28,28,0,1,0.8131668485835553,1.5669773757899275,1.1900721121867415,1.2553454764794005,0.8136446056752732,1.0344950410773368,2,9,3.3333333333333335,3.5,695,6.54534966033442,1
B10210V,0,5,8,NA,2097,2,4,1,2,3,3,3,3,4,4,2,4,2,NA,NA,5,23,21,1,5,1,0.2,56,3,4,-0.78,3,6,NA,0,2,1,0,1,3,3,23,21,1,2,0.06442057771504596,0.8922298965150198,0.4783252371150329,-0.8593454290545747,NA,NA,4,6,3,4,2097,7.6487397889562425,NA
B10211W,3,2,8,NA,NA,9,4,2,2,5,4,3,1,5,4,2,3,3,2,3,7,17,17,1,5,0,-1.16,36,3,5,NA,2,-2,NA,3,2,2,1,-1,3,4,17,17,0,1,-1.3498779339254714,-0.7946388016722489,-1.0722583677988602,NA,NA,NA,5,-2,4,3.5,NA,NA,NA
B10212X,3,1,3,NA,NA,9,4,2,1,2,4,3,4,4,1,1,2,5,NA,NA,4,28,21,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,2,NA,NA,28,21,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1.5,NA,NA,NA
B10213Y,1,5,2,1,236,2,2,2,5,1,1,3,5,4,2,2,2,3,2,1,5,27,27,1,5,0,NA,NA,NA,NA,0.64,3,11,43,1,4,2,1,1,NA,3,27,27,0,1,NA,NA,NA,0.5983541271872918,0.46363198967298613,0.530993058430139,NA,11,1.6666666666666667,2,236,5.4680601411351315,1
B10214Z,0,2,2,1,18000,3,2,2,2,4,4,4,3,4,4,2,3,4,2,0,7,21,21,1,8,0,0.84,59,3,2,0.33,3,1,NA,0,2,2,1,-1,3,3,21,21,0,1,0.7299728184870542,1.1452602012431101,0.9376165098650822,0.28012394237392657,NA,NA,2,1,4,3.5,18000,9.798182590890704,1
B10216B,4,4,2,1,34000,2,2,1,4,3,3,3,3,4,3,1,2,4,1,4,5,23,23,1,5,0,1.16,69,3,3,1.28,3,7,48,4,4,1,0,1,3,3,23,23,0,1,1.0627489388730584,1.9886945503367446,1.5257217446049016,1.2553454764794005,0.9011477596758449,1.0782466180776227,3,7,3,2.5,34000,10.434145214930487,1
B10217C,0,1,8,NA,NA,8,2,1,1,4,3,3,2,4,4,2,1,4,NA,NA,5,24,24,1,7,0,NA,24,5,4,NA,NA,NA,NA,0,1,1,0,1,1,NA,24,24,0,1,NA,-1.8067600205846102,NA,NA,NA,NA,4,NA,3.3333333333333335,2.5,NA,NA,NA
B10219E,0,2,3,NA,29500,3,5,2,2,4,4,3,3,4,3,2,5,2,2,0,6,25,23,1,5,1,1,58,6,NA,NA,NA,NA,NA,0,2,2,1,0,0,NA,25,23,1,2,0.8963608786800562,1.0609167663337467,0.9786388225069014,NA,NA,NA,NA,NA,3.6666666666666665,4,29500,10.292179440058462,NA
B10221Y,4,2,2,1,27000,1.1,2,1,2,2,3,2,2,5,2,2,1,3,NA,NA,6,28,24,1,6,2,-0.76,40,NA,4,NA,NA,-2,NA,4,2,1,0,0,NA,NA,28,24,2,3,-0.9339077834429665,-0.4572650620347951,-0.6955864227388808,NA,NA,NA,4,-2,2.3333333333333335,1.5,27000,10.203629181337648,1
B10225C,0,4,2,1,NA,4,2,1,4,4,4,3,3,3,4,2,2,4,1,0,5,25,19,1,7,3,NA,48,5,3,NA,NA,17,35,0,4,1,0,1,1,NA,25,19,3,4,NA,0.21748241724011236,NA,NA,-0.23639324233158795,NA,3,17,3.6666666666666665,3,NA,NA,1
B10227E,0,3,8,NA,33000,2,1,2,3,3,3,3,3,5,5,1,4,5,2,0,8,27,22,1,5,1,0.52,62,NA,NA,0.33,5,4,NA,0,3,2,1,-2,NA,1,27,22,1,2,0.39719669810105007,1.3982905059712005,0.8977436020361254,0.28012394237392657,NA,NA,NA,4,3,4.5,33000,10.404293143019792,NA
B10228F,0,4,8,NA,NA,4,4,1,4,4,3,2,4,5,4,2,2,3,1,0,3,21,18,1,1,1,1.47,52,4,1,0.72,NA,13,46,0,4,1,0,3,2,NA,21,18,1,2,1.385125805497,0.5548561568775662,0.9699909811872831,0.6804780458488053,0.7261414516747015,0.7033097487617535,1,13,3,3,NA,NA,NA
B17187T,1,1,8,3,NA,4,7,1,1,4,3,2,3,3,3,1,1,5,NA,NA,6,21,19,1,6,1,NA,NA,NA,NA,NA,NA,-2,NA,1,1,1,0,0,NA,NA,21,19,1,2,NA,NA,NA,NA,NA,NA,NA,-2,3,2,NA,NA,0
B10233C,2,2,2,NA,10000,6,2,2,2,4,4,2,2,4,3,3,5,4,2,2,5,37,24,2,9,0,-0.04,32,3,3,-2.92,3,NA,NA,2,2,2,1,1,3,3,37,24,0,1,-0.18516151257445718,-1.1320125413097026,-0.6585870269420799,-3.0561602532500634,NA,NA,3,NA,3.3333333333333335,4,10000,9.210440366976517,NA
B10234D,2,2,2,1,NA,4,2,2,2,3,3,3,3,2,3,2,4,4,2,0,6,28,24,2,9,1,NA,NA,5,2,NA,3,-2,NA,2,2,2,1,0,1,3,28,24,1,2,NA,NA,NA,NA,NA,NA,2,-2,3,3.5,NA,NA,1
B10236F,2,2,2,NA,NA,4,2,1,2,4,4,2,4,5,2,1,1,2,NA,NA,6,25,21,1,5,1,NA,NA,NA,NA,-1.42,4,8,31,2,2,1,0,0,NA,2,25,21,1,2,NA,NA,NA,-1.5163367783466835,-0.5864058583338749,-1.051371318340279,NA,8,3.3333333333333335,1.5,NA,NA,NA
B10243E,2,4,2,1,48000,3,2,1,4,3,3,3,5,5,5,1,1,3,NA,NA,5,26,24,1,4,1,0.12,52,3,2,0.01,3,4,57,2,4,1,0,1,3,3,26,24,1,2,-0.018773452381455096,0.5548561568775662,0.26804135224805553,-0.04837173227212782,1.688676145680991,0.8201522067044316,2,4,3,3,48000,10.778977123006351,1
B10246H,1,2,8,3,560,6,2,2,2,4,4,2,3,4,5,1,2,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,1,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3.3333333333333335,3.5,560,6.329720905522696,0
B10252F,1,1,2,1,2100,2,2,2,1,3,4,3,3,4,4,2,4,3,2,0,5,32,27,1,5,2,NA,22,3,3,NA,3,6,16,1,1,2,1,1,3,3,32,27,2,3,NA,-1.975446890403337,NA,NA,-1.8989531683424514,NA,3,6,3.3333333333333335,4,2100,7.650168700845001,1
B10253G,0,2,2,1,18750,2,2,2,2,3,3,3,3,4,3,1,5,4,2,0,5,22,22,3,10,0,NA,47,3,3,NA,NA,NA,NA,0,2,2,1,1,3,NA,22,22,0,1,NA,0.13313898233074895,NA,NA,NA,NA,3,NA,3,4,18750,9.839002363309719,1
B10254H,1,2,3,3,NA,7,2,2,2,5,4,3,4,4,4,4,2,4,2,1,6,23,20,1,7,1,-1.08,27,2,3,NA,NA,NA,NA,1,2,2,1,0,4,NA,23,20,1,2,-1.2666839038289706,-1.5537297158565198,-1.4102068098427452,NA,NA,NA,3,NA,4,3,NA,NA,0
B10255J,2,2,8,NA,470,6,2,2,2,3,3,3,4,3,4,2,4,4,2,2,5,21,21,1,6,0,-1.08,29,3,4,NA,NA,NA,NA,2,2,2,1,1,3,NA,21,21,0,1,-1.2666839038289706,-1.385042846037793,-1.3258633749333817,NA,NA,NA,4,NA,3,4,470,6.154858094016418,NA
B10256K,0,4,2,1,NA,5,2,1,4,4,3,3,2,4,4,2,5,4,NA,NA,7,28,28,1,5,0,-0.52,35,NA,NA,NA,NA,NA,NA,0,4,1,0,-1,NA,NA,28,28,0,1,-0.6843256931534634,-0.8789822365816123,-0.7816539648675378,NA,NA,NA,NA,NA,3.3333333333333335,4.5,NA,NA,1
B10257L,0,4,2,1,7200,3,2,1,1,3,3,3,3,3,4,2,3,3,1,0,4,24,24,1,1,0,-0.2,40,2,2,-0.78,2,5,NA,0,1,1,0,2,4,4,24,24,0,1,-0.3515495727674592,-0.4572650620347951,-0.4044073174011271,-0.8593454290545747,NA,NA,2,5,3,3.5,7200,8.881975184248867,1
B10258M,2,0,2,1,NA,9,2,2,0,3,3,3,3,5,4,2,3,5,2,2,4,24,18,1,5,1,0.2,32,5,3,NA,NA,NA,NA,2,0,2,1,2,1,NA,24,18,1,2,0.06442057771504596,-1.1320125413097026,-0.5337959817973283,NA,NA,NA,3,NA,3,3.5,NA,NA,1
B10264K,2,4,3,3,NA,4,2,1,4,5,4,3,2,5,3,1,4,1,1,0,2,17,17,1,5,0,1.39,55,NA,NA,NA,NA,NA,NA,2,4,1,0,4,NA,NA,17,17,0,1,1.3019317754004989,0.8078864616056565,1.0549091185030777,NA,NA,NA,NA,NA,4,3.5,NA,NA,0
B10267N,2,4,2,1,1300,2,1,2,4,4,4,3,5,5,4,2,4,5,2,2,7,29,26,1,1,1,-0.36,33,5,1,-0.39,5,4,NA,2,4,2,1,-1,1,1,29,26,1,2,-0.5179376329604614,-1.0476691064003392,-0.7828033696804002,-0.45899132557969585,NA,NA,1,4,3.6666666666666665,4,1300,7.170888478512505,1
B10268P,3,5,2,1,44000,2,2,1,5,3,4,3,3,4,4,2,3,2,1,3,8,30,22,3,10,2,1.71,64,6,0,NA,6,-2,NA,3,4,1,0,-2,0,0,30,22,2,3,1.634707895786503,1.5669773757899275,1.6008426357882153,NA,NA,NA,0,-2,3.3333333333333335,3.5,44000,10.691967639914864,1
B10269Q,2,2,2,1,2543,1.1,2,2,2,4,4,3,3,4,3,3,4,4,2,1,5,22,18,1,5,2,NA,NA,2,4,-0.94,NA,13,42,2,2,2,1,1,4,NA,22,18,2,3,NA,NA,NA,-1.0235932663776017,0.3761288356724144,-0.32373221535259367,4,13,3.6666666666666665,3.5,2543,7.841492924460013,1
B10271J,1,4,2,1,32000,2,2,2,4,3,2,3,3,4,3,2,2,3,NA,NA,5,30,24,3,10,2,0.36,42,3,4,NA,3,-2,NA,1,4,2,1,1,3,3,30,24,2,3,0.230808637908048,-0.28857819221606823,-0.02888477715401011,NA,NA,NA,4,-2,2.6666666666666665,2.5,32000,10.373522431293592,1
B10273L,2,3,2,1,1140,3,2,2,3,4,4,3,3,4,4,2,4,3,2,2,5,22,22,1,6,0,-0.28,36,3,3,NA,3,-2,NA,2,3,2,1,1,3,3,22,22,0,1,-0.4347436028639603,-0.7946388016722489,-0.6146912022681046,NA,NA,NA,3,-2,3.6666666666666665,4,1140,7.039660349862076,1
B10274M,6,3,2,1,NA,9,2,1,3,3,4,3,4,2,4,4,4,2,NA,NA,5,25,18,1,8,4,0.68,48,2,5,NA,NA,NA,NA,6,3,1,0,1,4,NA,25,18,4,5,0.5635847582940522,0.21748241724011236,0.39053358776708225,NA,NA,NA,5,NA,3.3333333333333335,4,NA,NA,1
B10275N,5,4,8,3,90,2,2,1,4,4,2,2,4,3,2,3,3,2,NA,NA,5,25,23,1,8,1,NA,60,5,0,NA,NA,-2,NA,5,4,1,0,1,1,NA,25,23,1,2,NA,1.2296036361524736,NA,NA,NA,NA,0,-2,2.6666666666666665,2.5,90,4.51085950651685,0
B10277Q,2,3,8,NA,1500,2,1,1,2,3,3,2,3,2,4,2,5,3,1,0,1,26,19,1,6,1,NA,NA,3,4,NA,NA,-2,NA,2,2,1,0,5,3,NA,26,19,1,2,NA,NA,NA,NA,NA,NA,4,-2,2.6666666666666665,4.5,1500,7.313886831633462,NA
B10281L,2,2,3,NA,393,6,4,2,1,4,2,3,3,2,2,2,2,2,2,2,4,23,20,1,6,0,-0.04,41,2,4,-2.29,NA,15,NA,2,1,2,1,2,4,NA,23,20,0,1,-0.18516151257445718,-0.3729216271254317,-0.27904156984994444,-2.4094343937906437,NA,NA,4,15,3,2,393,5.976350909297934,NA
B10288T,2,2,3,3,21500,3,4,2,2,4,4,3,4,5,4,1,4,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,4,21500,9.975854724662028,0
B10289U,0,4,8,3,36907,2,2,2,4,4,3,2,4,4,4,2,3,4,2,0,5,30,27,1,5,1,NA,NA,3,NA,-0.07,4,10,NA,0,4,2,1,1,3,2,30,27,1,2,NA,NA,NA,-0.13049565093364143,NA,NA,NA,10,3,3.5,36907,10.516183608698446,0
B10293Q,3,4,2,1,4699,5,4,1,3,2,1,5,4,4,3,4,1,2,NA,NA,5,17,17,1,5,0,-0.04,44,NA,NA,NA,NA,NA,NA,3,3,1,0,1,NA,NA,17,17,0,1,-0.18516151257445718,-0.11989132239734138,-0.1525264174858993,NA,NA,NA,NA,NA,2.6666666666666665,2,4699,8.45531778769815,1
B10294R,1,4,2,1,32000,1.2,2,2,4,2,2,4,4,3,4,2,2,3,2,1,5,30,30,1,5,0,0.84,57,3,4,0.33,3,17,38,1,4,2,1,1,3,3,30,30,0,1,0.7299728184870542,0.9765733314243833,0.8532730749557187,0.28012394237392657,0.026116219670127342,0.15312008102202695,4,17,2.6666666666666665,3,32000,10.373522431293592,1
B10296T,2,4,3,3,23000,2,2,2,2,3,2,2,4,4,2,2,4,4,2,0,7,24,24,1,5,0,1.08,30,5,3,0.25,5,17,28,2,2,2,1,-1,1,1,24,24,0,1,0.9795549087765574,-1.3006994111284296,-0.1605722511759361,0.19800002371241296,-0.8489153203355903,-0.32545764831158863,3,17,2.3333333333333335,3,23000,10.043292972227004,0
B10304A,2,3,2,1,50,6,1,2,2,2,2,4,4,1,1,3,4,3,NA,NA,7,24,20,1,1,1,-1.4,25,5,NA,-0.78,5,9,22,2,2,2,1,-1,1,1,24,20,1,2,-1.5994600242149746,-1.7224165856752467,-1.6609383049451107,-0.8593454290545747,-1.3739342443390208,-1.1166398366967978,NA,9,2.6666666666666665,2.5,50,3.9318256327243257,1
B10307D,2,2,2,1,400,2,2,2,2,2,3,3,3,3,4,3,1,3,2,2,6,23,23,1,5,0,0.44,40,5,0,NA,NA,NA,NA,2,2,2,1,0,1,NA,23,23,0,1,0.31400266800454907,-0.4572650620347951,-0.07163119701512302,NA,NA,NA,0,NA,2.6666666666666665,2.5,400,5.993961427306569,1
B10309F,3,3,2,1,NA,2,2,2,3,5,5,3,2,5,1,2,2,2,2,3,7,27,24,1,5,2,1.71,64,6,8,NA,NA,NA,NA,3,3,2,1,-1,0,NA,27,24,2,3,1.634707895786503,1.5669773757899275,1.6008426357882153,NA,NA,NA,8,NA,4.333333333333333,1.5,NA,NA,1
B10312A,0,4,2,1,472,3,4,1,4,2,3,3,1,3,4,1,3,1,1,0,5,26,22,1,5,1,NA,NA,3,3,-0.39,NA,10,31,0,4,1,0,1,3,NA,26,22,1,2,NA,NA,NA,-0.45899132557969585,-0.5864058583338749,-0.5226985919567854,3,10,2.6666666666666665,3.5,472,6.159095388491933,1
B10314C,2,4,2,1,320000,1.2,2,1,4,4,4,2,3,5,3,2,2,5,1,1,8,29,23,1,7,2,0.36,41,6,0,NA,6,4,NA,2,4,1,0,-2,0,0,29,23,2,3,0.230808637908048,-0.3729216271254317,-0.07105649460869184,NA,NA,NA,0,4,3.3333333333333335,2.5,320000,12.676079399771027,1
B10315D,2,2,2,1,310,2,2,2,2,5,5,2,3,4,4,2,4,4,2,1,5,23,NA,1,5,1,-0.12,64,3,3,NA,NA,NA,NA,2,2,2,1,1,3,NA,23,NA,1,2,-0.26835554267095824,1.5669773757899275,0.6493109165594846,NA,NA,NA,3,NA,4,4,310,5.739792912179234,1
B10317F,3,2,3,NA,900,7,4,2,2,3,2,3,3,2,3,2,2,2,2,0,4,25,18,1,7,2,NA,NA,3,2,NA,NA,NA,NA,3,2,2,1,2,3,NA,25,18,2,3,NA,NA,NA,NA,NA,NA,2,NA,2.6666666666666665,2.5,900,6.803505257608338,NA
B10318G,0,3,8,3,44000,2,2,2,2,3,3,2,3,5,4,2,3,4,2,0,5,26,24,1,8,1,NA,46,5,8,NA,4,15,NA,0,2,2,1,1,1,2,26,24,1,2,NA,0.0487955474213855,NA,NA,NA,NA,8,15,2.6666666666666665,3.5,44000,10.691967639914864,0
B10320A,2,4,2,1,110000,1.2,2,1,4,3,3,3,3,4,5,1,4,4,1,2,8,33,20,1,5,1,NA,59,6,0,NA,6,12,56,2,4,1,0,-2,0,0,33,20,1,2,NA,1.1452602012431101,NA,NA,1.601172991680419,NA,0,12,3,4.5,110000,11.608244735642321,1
B10321B,1,0,8,3,25000,6,2,1,0,2,2,4,4,4,2,1,2,2,NA,NA,6,26,20,3,10,2,0.68,44,4,5,-0.62,NA,17,NA,1,0,1,0,0,2,NA,26,20,2,3,0.5635847582940522,-0.11989132239734138,0.22184671794835542,-0.6950975917315474,NA,NA,5,17,2.6666666666666665,2,25000,10.12667110305036,0
B10323D,2,1,2,1,1400,3,2,1,1,5,3,3,3,3,3,2,5,3,1,1,5,20,20,3,10,0,NA,NA,2,4,-0.46,3,23,NA,2,1,1,0,1,4,3,20,20,0,1,NA,NA,NA,-0.5308497544085202,NA,NA,4,23,3.6666666666666665,4,1400,7.244941546337007,1
B10324E,3,4,2,1,45000,1.1,2,1,3,4,3,3,2,2,3,2,2,3,1,0,4,21,21,2,9,0,NA,46,4,3,NA,NA,NA,NA,3,3,1,0,2,2,NA,21,21,0,1,NA,0.0487955474213855,NA,NA,NA,NA,3,NA,3.3333333333333335,2.5,45000,10.714439990727769,1
B10326G,2,3,2,1,40000,1.1,2,1,3,3,3,3,3,5,4,1,3,2,1,2,6,20,20,1,8,0,0.92,50,3,4,NA,5,-2,NA,2,3,1,0,0,3,1,20,20,0,1,0.8131668485835553,0.38616928705883924,0.5996680678211972,NA,NA,NA,4,-2,3,3.5,40000,10.596659732783579,1
B10327H,2,2,2,1,10900,2,2,2,2,3,2,3,4,5,4,2,3,4,2,2,5,23,21,1,4,1,0.28,42,NA,3,-0.23,NA,12,29,2,2,2,1,1,NA,NA,23,21,1,2,0.147614607811547,-0.28857819221606823,-0.07048179220226061,-0.29474348825666863,-0.7614121663350185,-0.5280778272958435,3,12,2.6666666666666665,3.5,10900,9.296609807128359,1
B10329K,2,3,2,1,3023,2,2,1,3,4,3,3,3,4,2,2,3,3,1,2,7,24,24,1,5,0,NA,NA,2,2,NA,NA,NA,NA,2,3,1,0,-1,4,NA,24,24,0,1,NA,NA,NA,NA,NA,NA,2,NA,3.3333333333333335,2.5,3023,8.014335737299424,1
B10331D,0,2,8,NA,21480,2,5,1,2,3,3,2,4,5,4,2,2,4,1,0,4,31,26,1,3,2,-1.16,48,3,4,-0.62,3,3,NA,0,2,1,0,2,3,3,31,26,2,3,-1.3498779339254714,0.21748241724011236,-0.5661977583426795,-0.6950975917315474,NA,NA,4,3,2.6666666666666665,3,21480,9.974924102473977,NA
B10334G,2,4,2,1,1400,1.2,2,2,4,2,2,3,4,4,4,2,2,2,2,2,5,36,31,1,8,1,0.6,38,3,3,2.07,5,34,NA,2,4,2,1,1,3,1,36,31,1,2,0.4803907281975511,-0.625951931853522,-0.07278060182798549,2.0663191732618476,NA,NA,3,34,2.3333333333333335,3,1400,7.244941546337007,1
B10339M,0,4,2,1,29500,5,1,2,4,4,4,2,3,5,3,2,4,3,2,0,5,23,20,3,10,1,0.76,33,3,2,NA,3,-2,NA,0,4,2,1,1,3,3,23,20,1,2,0.6467787883905531,-1.0476691064003392,-0.20044515900489301,NA,NA,NA,2,-2,3.3333333333333335,3.5,29500,10.292179440058462,1
B10345K,0,4,8,NA,42600,2,2,2,4,4,4,2,3,4,2,2,4,2,2,0,4,36,23,1,8,5,0.36,40,3,4,-0.23,3,13,NA,0,4,2,1,2,3,3,36,23,5,6,0.230808637908048,-0.4572650620347951,-0.11322821206337355,-0.29474348825666863,NA,NA,4,13,3.3333333333333335,3,42600,10.659633006160352,NA
B10347M,2,2,2,1,32000,3,2,1,2,4,2,3,3,4,2,2,3,2,1,2,5,21,21,1,4,0,-0.68,43,4,4,NA,4,-2,NA,2,2,1,0,1,2,2,21,21,0,1,-0.8507137533464655,-0.20423475730670482,-0.5274742553265852,NA,NA,NA,4,-2,3,2.5,32000,10.373522431293592,1
B10349P,0,4,8,3,25000,7,4,1,4,4,4,3,3,5,3,2,4,5,NA,NA,6,42,34,1,5,2,0.04,45,6,2,NA,NA,-2,NA,0,4,1,0,0,0,NA,42,34,2,3,-0.10196748247795612,-0.03554788748797794,-0.06875768498296703,NA,NA,NA,2,-2,3.6666666666666665,3.5,25000,10.12667110305036,0
B10350G,0,2,2,1,35000,7,2,1,2,2,2,4,4,2,4,1,2,4,1,0,5,28,28,1,7,0,0.2,39,2,4,NA,2,-2,NA,0,2,1,0,1,4,4,28,28,0,1,0.06442057771504596,-0.5416084969441586,-0.23859395961455632,NA,NA,NA,4,-2,2.6666666666666665,3,35000,10.463131911491967,1
B10353K,0,0,8,NA,NA,9,NA,2,0,2,4,2,2,5,1,2,2,2,NA,NA,4,25,21,1,4,2,-1.64,24,2,4,NA,NA,-2,NA,0,0,2,1,2,4,NA,25,21,2,3,-1.8490421145044778,-1.8067600205846102,-1.827901067544544,NA,NA,NA,4,-2,2.6666666666666665,1.5,NA,NA,NA
B10355M,4,2,8,3,1271,3,4,2,2,4,3,2,3,4,5,2,2,3,2,2,6,19,19,1,5,0,NA,42,4,3,NA,NA,NA,NA,4,2,2,1,0,2,NA,19,19,0,1,NA,-0.28857819221606823,NA,NA,NA,NA,3,NA,3,3.5,1271,7.148345743900068,0
B10356N,2,0,2,NA,544,6,4,2,0,5,5,3,3,3,3,4,3,1,2,1,5,28,24,1,5,1,-1.08,27,3,3,-1.57,3,12,NA,2,0,2,1,1,3,3,28,24,1,2,-1.2666839038289706,-1.5537297158565198,-1.4102068098427452,-1.6703191258370216,NA,NA,3,12,4.333333333333333,3,544,6.300785794663244,NA
B10357P,1,0,8,NA,9000,6,4,2,0,4,4,3,3,4,4,2,4,4,NA,NA,5,25,22,3,10,1,NA,NA,3,4,NA,NA,NA,NA,1,0,2,1,1,3,NA,25,22,1,2,NA,NA,NA,NA,NA,NA,4,NA,3.6666666666666665,4,9000,9.105090961257085,NA
B10361K,2,4,3,3,16000,5,4,2,2,4,3,2,3,4,2,2,3,3,2,0,4,22,20,1,5,1,NA,36,3,4,NA,NA,-2,NA,2,2,2,1,2,3,NA,22,20,1,2,NA,-0.7946388016722489,NA,NA,NA,NA,4,-2,3,2.5,16000,9.680406499268875,0
B10362L,0,3,2,1,2500,1.2,2,2,3,4,4,3,3,3,4,1,4,4,2,0,5,20,17,3,10,1,NA,40,3,4,-0.94,3,14,45,0,3,2,1,1,3,3,20,17,1,2,NA,-0.4572650620347951,NA,-1.0235932663776017,0.6386382976741297,-0.192477484351736,4,14,3.6666666666666665,4,2500,7.824445930877619,1
B10365P,0,4,3,3,26312,5,2,1,4,4,4,2,3,3,4,1,2,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,0,4,1,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3.3333333333333335,3,26312,10.177818392619491,0
B10367R,1,3,8,NA,2093,3,2,2,3,3,5,3,3,5,4,2,5,3,NA,NA,5,19,19,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,1,NA,NA,19,19,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,4.5,2093,7.646831391430482,NA
B15963B,2,1,2,1,NA,3,2,2,0,3,4,3,3,3,4,2,4,4,NA,NA,5,29,22,1,6,2,NA,NA,NA,NA,NA,3,3,NA,2,0,2,1,1,NA,3,29,22,2,3,NA,NA,NA,NA,NA,NA,NA,3,3.3333333333333335,4,NA,NA,1
B10373P,2,4,2,1,18500,2,2,2,4,3,3,4,4,4,2,2,4,2,NA,NA,7,29,24,1,7,2,0.04,40,5,0,0.8,5,16,39,2,4,2,1,-1,1,1,29,24,2,3,-0.10196748247795612,-0.4572650620347951,-0.27961627225637564,0.762601964510319,0.1136193736706991,0.43811066909050905,0,16,3.3333333333333335,3,18500,9.825580063659602,1
B10374Q,2,4,2,1,NA,1,1,2,4,5,5,3,3,5,4,1,3,3,NA,NA,7,22,19,1,8,1,0.84,52,3,8,-3.4,5,NA,NA,2,4,2,1,-1,3,1,22,19,1,2,0.7299728184870542,0.5548561568775662,0.6424144876823101,-3.5489037652191446,NA,NA,8,NA,4.333333333333333,3.5,NA,NA,1
B10376S,1,4,2,1,NA,2,2,1,4,4,4,3,3,2,4,2,4,2,1,1,8,25,16,1,5,1,0.76,53,4,6,NA,NA,NA,NA,1,4,1,0,-2,2,NA,25,16,1,2,0.6467787883905531,0.6391995917869295,0.6429891900887413,NA,NA,NA,6,NA,3.6666666666666665,4,NA,NA,1
B10378U,0,0,2,1,NA,6,1,1,0,4,3,1,3,4,3,1,1,2,NA,NA,5,20,20,1,1,0,NA,34,4,4,NA,5,-2,NA,0,0,1,0,1,2,1,20,20,0,1,NA,-0.9633256714909757,NA,NA,NA,NA,4,-2,2.6666666666666665,2,NA,NA,1
B10379V,2,3,2,1,28000,2,2,1,3,4,4,3,2,5,3,2,3,4,1,1,5,26,20,1,8,3,0.68,66,3,4,-0.15,2,12,53,2,3,1,0,1,3,4,26,20,3,4,0.5635847582940522,1.7356642456086542,1.1496245019513531,-0.212619569595155,1.3386635296787037,0.5630219800417744,4,12,3.6666666666666665,3,28000,10.239995502805316,1
B10381P,3,2,3,NA,310,3,2,2,2,4,4,2,2,4,2,3,4,2,NA,NA,4,26,26,2,9,0,NA,NA,3,4,-1.02,5,6,35,3,2,2,1,2,3,1,26,26,0,1,NA,NA,NA,-1.1057171850391154,-0.23639324233158795,-0.6710552136853517,4,6,3.3333333333333335,3,310,5.739792912179234,NA
B10383R,0,2,2,1,NA,4,2,2,2,3,2,3,4,4,5,1,3,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0.41,3,8,54,0,2,2,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,0.36224786103544016,1.4261666836792755,0.8942072723573578,1,8,2.6666666666666665,4,NA,NA,1
